Location,Vehicle_Type,Vehicle_Color,Vehicle_Model_Year,Registration_State,Driver_Age,Driver_Gender,License_Type,Penalty_Points,Weather_Condition,Road_Condition,License_Validity,Number_of_Passengers,Helmet_Worn,Seatbelt_Worn,Traffic_Light_Status,Speed_Limit,Recorded_Speed,Alcohol_Level,Breathalyzer_Result,Towed,Previous_Violations,day_of_week,hour,Violation_Type
Tamil Nadu,Scooter,Red,2004,West Bengal,71,Female,Two-Wheeler,5,Rainy,Under Construction,Valid,1,Yes,No,Yellow,40,59,0.12,Positive,Yes,2,3,0,Driving Without License
Karnataka,Auto Rickshaw,Yellow,2003,West Bengal,47,Female,Two-Wheeler,2,Dust Storm,Slippery,Suspended,1,No,Yes,Red,50,47,0.43,Positive,Yes,0,0,4,Driving Without License
Gujarat,Scooter,Red,2009,Tamil Nadu,43,Male,Four-Wheeler,2,Cloudy,Dry,Suspended,2,,Yes,Green,60,37,0.14,Negative,No,1,0,18,Driving Without License
Gujarat,Scooter,Silver,2017,Maharashtra,31,Female,Commercial,2,Foggy,Slippery,Expired,2,Yes,Yes,Yellow,80,94,0.2,Not Conducted,No,0,2,18,Wrong Parking
Punjab,Auto Rickshaw,White,2006,Uttar Pradesh,47,Male,Learner,2,Cloudy,Under Construction,Suspended,3,,No,Green,60,53,0.02,Not Conducted,No,1,5,4,Driving Without License
Tamil Nadu,Car,Black,2004,Tamil Nadu,66,Male,Heavy Vehicle,5,Dust Storm,Potholes,Suspended,5,,No,Yellow,100,32,0.48,Positive,No,4,1,11,Over-speeding
Maharashtra,Bike,Silver,1998,Gujarat,37,Other,Four-Wheeler,6,Dust Storm,Wet,Valid,4,Yes,Yes,Yellow,60,60,0.27,Positive,Yes,2,0,12,No Seatbelt
Punjab,Scooter,Grey,2018,Uttar Pradesh,33,Female,Learner,0,Foggy,Potholes,Expired,5,No,No,Yellow,100,111,0.07,Negative,No,3,0,23,Using Mobile Phone
Delhi,Scooter,Black,2019,Uttar Pradesh,63,Female,Heavy Vehicle,10,Dust Storm,Potholes,Expired,5,Yes,Yes,Red,60,87,0.14,Positive,Yes,3,6,1,Overloading
Uttar Pradesh,Bus,Grey,1996,Karnataka,61,Female,Four-Wheeler,6,Rainy,Under Construction,Suspended,2,Yes,,Green,100,56,0.06,Positive,No,5,0,7,Drunk Driving
Maharashtra,Scooter,Grey,2016,Tamil Nadu,66,Male,Heavy Vehicle,9,Dust Storm,Dry,Valid,4,Yes,No,Red,40,99,0.1,Positive,Yes,5,5,16,No Helmet
West Bengal,Bike,Silver,2004,Maharashtra,50,Male,Two-Wheeler,2,Foggy,Dry,Suspended,2,Yes,Yes,Red,80,31,0.21,Not Conducted,No,0,3,10,Signal Jumping
Maharashtra,Scooter,White,2006,Maharashtra,67,Other,Learner,1,Clear,Dry,Valid,3,Yes,,Yellow,80,87,0.01,Not Conducted,No,4,0,9,Overloading
Karnataka,Scooter,Silver,2012,Uttar Pradesh,55,Other,Heavy Vehicle,3,Foggy,Potholes,Expired,4,No,No,Green,50,37,0.48,Negative,No,5,6,1,Signal Jumping
Delhi,Bus,Black,1996,Uttar Pradesh,51,Male,Two-Wheeler,2,Rainy,Under Construction,Suspended,2,Yes,Yes,Red,50,110,0.36,Not Conducted,Yes,1,1,21,Signal Jumping
Punjab,Auto Rickshaw,Black,2016,Tamil Nadu,57,Male,Heavy Vehicle,8,Cloudy,Under Construction,Valid,5,No,No,Yellow,100,60,0.02,Positive,Yes,4,0,20,Wrong Parking
Uttar Pradesh,Car,Blue,2001,Punjab,57,Male,Four-Wheeler,10,Cloudy,Wet,Expired,1,Yes,,Yellow,80,115,0.47,Not Conducted,No,0,2,21,Using Mobile Phone
Gujarat,Auto Rickshaw,Black,2010,Delhi,48,Female,Four-Wheeler,10,Cloudy,Under Construction,Expired,2,No,No,Red,80,98,0.42,Positive,No,1,0,17,Over-speeding
Punjab,Bike,Yellow,2023,Punjab,20,Female,Two-Wheeler,10,Foggy,Potholes,Valid,4,,Yes,Red,60,47,0.09,Positive,Yes,1,6,1,Signal Jumping
West Bengal,Car,Grey,2002,Uttar Pradesh,36,Female,Heavy Vehicle,8,Rainy,Under Construction,Valid,5,Yes,,Yellow,40,29,0.05,Positive,No,2,5,1,Over-speeding
Tamil Nadu,Scooter,White,2001,Delhi,49,Female,Commercial,3,Dust Storm,Wet,Suspended,3,,No,Red,40,73,0.46,Not Conducted,Yes,0,6,9,Drunk Driving
Punjab,Car,White,2008,Delhi,72,Male,Two-Wheeler,5,Cloudy,Under Construction,Expired,1,Yes,No,Red,30,53,0.13,Negative,Yes,5,4,9,Wrong Parking
Punjab,Auto Rickshaw,Grey,2017,Maharashtra,68,Other,Four-Wheeler,4,Cloudy,Dry,Expired,2,,,Red,30,64,0.24,Not Conducted,Yes,5,3,2,Driving Without License
Tamil Nadu,Bus,Green,2021,West Bengal,60,Female,Heavy Vehicle,3,Rainy,Under Construction,Valid,2,No,,Green,60,73,0.12,Negative,Yes,1,0,16,Signal Jumping
Uttar Pradesh,Car,Silver,2007,Uttar Pradesh,59,Male,Two-Wheeler,6,Rainy,Dry,Expired,5,,Yes,Green,80,97,0.19,Positive,Yes,0,2,3,Signal Jumping
West Bengal,Auto Rickshaw,Black,2006,Uttar Pradesh,21,Male,Commercial,6,Clear,Potholes,Expired,5,No,Yes,Yellow,100,24,0.02,Positive,No,4,4,1,No Seatbelt
Karnataka,Bus,Black,2008,Delhi,72,Female,Two-Wheeler,9,Rainy,Under Construction,Suspended,2,Yes,,Red,80,57,0.43,Not Conducted,Yes,3,6,9,Over-speeding
Punjab,Truck,Grey,2023,West Bengal,65,Other,Commercial,0,Dust Storm,Wet,Expired,4,,,Green,60,77,0.44,Positive,No,0,1,18,Wrong Parking
Gujarat,Auto Rickshaw,Black,2009,West Bengal,74,Female,Two-Wheeler,4,Cloudy,Wet,Suspended,1,,Yes,Green,40,31,0.44,Positive,No,0,2,20,Driving Without License
Maharashtra,Auto Rickshaw,Silver,1997,Gujarat,62,Male,Heavy Vehicle,6,Dust Storm,Potholes,Suspended,5,No,,Red,40,61,0.29,Positive,No,4,0,4,Overloading
Tamil Nadu,Car,Silver,2010,Gujarat,55,Male,Commercial,6,Clear,Under Construction,Expired,1,,,Yellow,100,79,0.03,Negative,No,1,2,5,Using Mobile Phone
Punjab,Auto Rickshaw,Red,2023,Tamil Nadu,38,Male,Heavy Vehicle,3,Dust Storm,Slippery,Valid,4,No,Yes,Green,60,43,0.02,Negative,No,2,6,2,Drunk Driving
Punjab,Car,Black,2022,Delhi,67,Male,Two-Wheeler,4,Foggy,Potholes,Valid,2,Yes,,Green,30,92,0.18,Negative,No,3,2,14,Drunk Driving
Gujarat,Truck,Grey,1997,West Bengal,32,Male,Two-Wheeler,0,Rainy,Wet,Expired,1,,No,Yellow,60,92,0.16,Positive,No,4,3,14,Signal Jumping
Maharashtra,Bus,White,2017,Maharashtra,29,Female,Two-Wheeler,0,Rainy,Potholes,Expired,1,Yes,,Green,100,53,0.37,Negative,Yes,0,2,23,Signal Jumping
Delhi,Bike,Grey,1997,Tamil Nadu,58,Female,Two-Wheeler,7,Clear,Slippery,Suspended,3,Yes,No,Green,60,73,0.1,Negative,Yes,3,4,3,Drunk Driving
Maharashtra,Scooter,Red,2014,Uttar Pradesh,53,Other,Four-Wheeler,1,Cloudy,Slippery,Expired,2,Yes,Yes,Yellow,60,119,0.26,Not Conducted,Yes,2,0,0,Drunk Driving
Maharashtra,Bike,Grey,2023,Gujarat,37,Female,Heavy Vehicle,8,Cloudy,Dry,Expired,4,No,,Green,60,109,0.31,Positive,Yes,5,3,21,Driving Without License
West Bengal,Scooter,Silver,2005,Tamil Nadu,59,Other,Two-Wheeler,7,Clear,Dry,Suspended,1,,No,Green,40,63,0.32,Not Conducted,Yes,1,1,12,No Helmet
Maharashtra,Truck,Green,2022,Karnataka,45,Other,Commercial,1,Clear,Wet,Valid,5,,Yes,Green,100,48,0.28,Not Conducted,No,1,2,22,Using Mobile Phone
Punjab,Bike,White,1995,Punjab,64,Male,Four-Wheeler,10,Dust Storm,Dry,Suspended,2,,Yes,Red,60,66,0.06,Not Conducted,No,0,2,14,Using Mobile Phone
Tamil Nadu,Auto Rickshaw,Black,1999,Punjab,59,Other,Heavy Vehicle,3,Rainy,Wet,Expired,1,,,Red,30,38,0.5,Not Conducted,Yes,3,3,18,Using Mobile Phone
West Bengal,Car,Silver,1999,Uttar Pradesh,31,Other,Four-Wheeler,10,Dust Storm,Under Construction,Valid,1,,Yes,Green,50,34,0.17,Positive,No,2,5,13,Drunk Driving
Punjab,Bus,White,2015,Tamil Nadu,24,Other,Four-Wheeler,10,Dust Storm,Dry,Valid,1,,Yes,Green,30,41,0.23,Not Conducted,No,4,5,21,Drunk Driving
West Bengal,Auto Rickshaw,Green,2007,Punjab,55,Female,Two-Wheeler,10,Foggy,Slippery,Expired,4,No,Yes,Yellow,60,82,0.27,Positive,No,5,6,2,Drunk Driving
Tamil Nadu,Bus,Green,2005,Delhi,45,Female,Learner,5,Rainy,Potholes,Valid,5,,Yes,Yellow,30,102,0.31,Negative,Yes,0,3,22,Drunk Driving
Maharashtra,Truck,Yellow,1999,Uttar Pradesh,41,Other,Heavy Vehicle,8,Foggy,Dry,Expired,5,Yes,Yes,Green,30,57,0.21,Negative,Yes,2,2,11,Wrong Parking
Karnataka,Bus,Red,2003,Delhi,25,Other,Four-Wheeler,3,Clear,Wet,Expired,5,,No,Red,40,80,0.43,Not Conducted,Yes,2,6,22,No Helmet
Tamil Nadu,Truck,Silver,2007,Gujarat,59,Female,Two-Wheeler,9,Dust Storm,Potholes,Suspended,3,No,Yes,Yellow,50,88,0.36,Not Conducted,No,4,6,6,Overloading
Delhi,Car,Grey,2007,Karnataka,72,Other,Four-Wheeler,9,Rainy,Under Construction,Suspended,2,No,No,Green,40,50,0.11,Positive,No,2,1,1,Over-speeding
Punjab,Truck,Green,2016,West Bengal,31,Female,Four-Wheeler,9,Cloudy,Under Construction,Expired,3,Yes,,Red,30,43,0.09,Not Conducted,Yes,0,4,11,Drunk Driving
Delhi,Bike,Black,2008,Karnataka,20,Female,Commercial,10,Dust Storm,Potholes,Valid,4,No,Yes,Red,60,29,0.39,Positive,No,5,4,7,Using Mobile Phone
Tamil Nadu,Bus,Grey,2008,Uttar Pradesh,35,Male,Learner,4,Dust Storm,Under Construction,Valid,4,No,,Green,40,44,0.3,Positive,Yes,2,1,8,Over-speeding
Maharashtra,Bus,Red,2019,West Bengal,63,Male,Heavy Vehicle,6,Clear,Dry,Suspended,2,No,,Yellow,30,89,0.0,Positive,No,2,1,14,No Seatbelt
Punjab,Bike,White,2023,Tamil Nadu,23,Male,Four-Wheeler,7,Cloudy,Dry,Expired,1,No,No,Green,100,77,0.22,Not Conducted,No,5,1,4,Signal Jumping
Uttar Pradesh,Scooter,Grey,2001,Delhi,18,Other,Four-Wheeler,1,Clear,Potholes,Suspended,1,Yes,No,Red,50,36,0.25,Negative,Yes,2,0,15,Wrong Parking
West Bengal,Car,Red,1996,Maharashtra,29,Male,Learner,4,Dust Storm,Under Construction,Valid,1,No,Yes,Yellow,50,58,0.43,Negative,No,5,2,19,Wrong Parking
Gujarat,Truck,Red,2003,Uttar Pradesh,60,Female,Two-Wheeler,2,Clear,Under Construction,Suspended,2,No,No,Green,60,101,0.38,Negative,No,5,4,9,Overloading
Punjab,Bike,Silver,2017,Punjab,53,Female,Heavy Vehicle,2,Rainy,Under Construction,Valid,3,,Yes,Red,80,81,0.36,Positive,Yes,4,0,2,Using Mobile Phone
West Bengal,Scooter,Grey,2019,Punjab,33,Other,Commercial,1,Cloudy,Potholes,Valid,1,Yes,,Green,100,66,0.06,Negative,Yes,3,0,1,Driving Without License
Maharashtra,Auto Rickshaw,Blue,2001,Tamil Nadu,23,Female,Two-Wheeler,8,Rainy,Under Construction,Expired,2,,No,Yellow,50,41,0.21,Positive,Yes,1,2,5,Signal Jumping
Punjab,Car,White,2010,Uttar Pradesh,24,Male,Four-Wheeler,4,Foggy,Wet,Expired,1,No,,Green,40,59,0.46,Negative,No,4,0,17,Using Mobile Phone
Uttar Pradesh,Bike,Blue,2006,Uttar Pradesh,69,Male,Four-Wheeler,8,Foggy,Under Construction,Valid,4,No,No,Green,40,66,0.08,Positive,Yes,2,6,19,Signal Jumping
Punjab,Car,Red,2008,Tamil Nadu,71,Male,Four-Wheeler,2,Dust Storm,Wet,Valid,1,,No,Red,80,39,0.0,Positive,No,2,5,10,Wrong Parking
Delhi,Scooter,Grey,2005,Karnataka,65,Male,Four-Wheeler,1,Dust Storm,Slippery,Expired,4,,No,Yellow,40,56,0.49,Positive,No,1,1,4,Using Mobile Phone
Gujarat,Auto Rickshaw,Yellow,2005,Karnataka,28,Male,Four-Wheeler,8,Cloudy,Slippery,Valid,5,No,,Yellow,50,99,0.12,Not Conducted,Yes,0,5,16,Wrong Parking
Tamil Nadu,Auto Rickshaw,Red,2009,Maharashtra,47,Male,Four-Wheeler,0,Cloudy,Slippery,Expired,2,Yes,No,Green,30,74,0.09,Not Conducted,Yes,3,3,12,No Helmet
Karnataka,Car,Black,2001,West Bengal,23,Other,Two-Wheeler,4,Cloudy,Slippery,Expired,5,Yes,Yes,Green,40,49,0.43,Not Conducted,No,3,5,13,Driving Without License
Maharashtra,Bus,Green,2007,Gujarat,46,Male,Heavy Vehicle,10,Cloudy,Under Construction,Valid,2,,No,Green,50,48,0.12,Negative,No,3,2,22,No Seatbelt
Tamil Nadu,Truck,Green,2022,West Bengal,54,Other,Four-Wheeler,8,Clear,Wet,Expired,5,No,Yes,Green,50,76,0.2,Negative,Yes,3,2,2,Overloading
Maharashtra,Car,Black,2019,Delhi,60,Female,Four-Wheeler,0,Rainy,Slippery,Expired,1,,Yes,Yellow,50,62,0.26,Positive,Yes,0,6,2,Driving Without License
Delhi,Scooter,Silver,2006,Punjab,62,Other,Two-Wheeler,4,Dust Storm,Slippery,Valid,2,No,Yes,Green,60,37,0.48,Not Conducted,No,5,2,3,No Seatbelt
West Bengal,Truck,Red,1997,Karnataka,20,Female,Learner,6,Foggy,Slippery,Valid,5,No,Yes,Green,80,102,0.35,Negative,Yes,3,2,9,Overloading
Tamil Nadu,Auto Rickshaw,Silver,2013,Punjab,25,Male,Two-Wheeler,10,Clear,Wet,Suspended,2,No,Yes,Green,40,87,0.32,Positive,No,2,1,18,Drunk Driving
Gujarat,Truck,Blue,2008,Tamil Nadu,22,Female,Commercial,0,Cloudy,Potholes,Expired,4,No,,Green,40,111,0.18,Negative,No,1,0,3,Over-speeding
Uttar Pradesh,Bus,Yellow,2005,West Bengal,52,Female,Two-Wheeler,0,Foggy,Slippery,Expired,1,,,Yellow,100,30,0.49,Positive,Yes,1,3,7,Drunk Driving
Uttar Pradesh,Bike,Black,1996,Maharashtra,62,Other,Two-Wheeler,4,Clear,Potholes,Valid,5,Yes,No,Green,50,110,0.47,Negative,No,2,6,13,Using Mobile Phone
Karnataka,Scooter,Red,1998,Maharashtra,21,Female,Two-Wheeler,4,Foggy,Under Construction,Expired,1,,No,Green,50,120,0.38,Positive,Yes,0,6,5,Overloading
Punjab,Bike,Green,2005,Uttar Pradesh,47,Other,Heavy Vehicle,9,Foggy,Potholes,Expired,4,No,No,Red,50,72,0.13,Not Conducted,No,4,3,18,No Seatbelt
Uttar Pradesh,Car,Silver,2011,Punjab,22,Other,Commercial,4,Cloudy,Potholes,Expired,2,Yes,Yes,Green,80,112,0.41,Not Conducted,Yes,0,0,19,Wrong Parking
Punjab,Truck,Silver,1999,Tamil Nadu,62,Female,Commercial,5,Foggy,Dry,Expired,4,,,Yellow,100,28,0.03,Positive,No,5,6,19,Signal Jumping
Delhi,Bike,Blue,2017,Punjab,53,Female,Commercial,1,Cloudy,Slippery,Suspended,5,No,Yes,Yellow,80,89,0.46,Not Conducted,No,1,5,20,Overloading
Tamil Nadu,Scooter,Red,2017,Uttar Pradesh,30,Female,Two-Wheeler,0,Rainy,Slippery,Suspended,2,Yes,Yes,Yellow,40,69,0.44,Negative,No,5,2,18,Wrong Parking
Delhi,Scooter,Grey,2013,Punjab,25,Other,Learner,10,Cloudy,Wet,Expired,3,,,Green,60,95,0.3,Not Conducted,No,2,5,20,Using Mobile Phone
Uttar Pradesh,Scooter,Blue,1997,West Bengal,62,Male,Four-Wheeler,4,Cloudy,Under Construction,Expired,3,Yes,Yes,Yellow,80,115,0.21,Not Conducted,Yes,3,4,9,Driving Without License
Tamil Nadu,Truck,Blue,1997,Uttar Pradesh,67,Female,Heavy Vehicle,3,Rainy,Dry,Suspended,2,Yes,No,Red,50,72,0.5,Positive,Yes,5,5,9,Over-speeding
Punjab,Bike,Silver,2006,Delhi,39,Other,Four-Wheeler,10,Clear,Under Construction,Suspended,4,Yes,Yes,Red,40,74,0.29,Negative,No,1,6,1,Drunk Driving
Karnataka,Scooter,White,2017,Karnataka,50,Female,Four-Wheeler,3,Dust Storm,Under Construction,Expired,4,Yes,No,Yellow,40,95,0.22,Positive,Yes,3,1,23,Signal Jumping
Karnataka,Bike,Silver,1995,Tamil Nadu,71,Other,Commercial,4,Cloudy,Potholes,Expired,4,Yes,,Green,60,101,0.34,Positive,No,0,1,22,Wrong Parking
Tamil Nadu,Auto Rickshaw,Yellow,2017,West Bengal,61,Other,Two-Wheeler,1,Cloudy,Slippery,Suspended,4,No,,Red,60,72,0.45,Negative,No,2,2,5,Signal Jumping
Tamil Nadu,Bus,White,2015,Gujarat,44,Female,Two-Wheeler,10,Foggy,Potholes,Expired,3,No,No,Green,30,38,0.1,Positive,Yes,4,3,3,Driving Without License
Punjab,Car,Grey,2022,Delhi,49,Female,Four-Wheeler,9,Clear,Slippery,Valid,2,Yes,,Green,30,94,0.48,Not Conducted,No,5,4,23,No Seatbelt
Uttar Pradesh,Scooter,Grey,2011,Punjab,47,Female,Four-Wheeler,8,Foggy,Potholes,Valid,4,No,Yes,Yellow,30,70,0.27,Negative,Yes,4,4,18,Using Mobile Phone
Maharashtra,Car,Blue,2009,Gujarat,27,Female,Commercial,0,Dust Storm,Slippery,Suspended,5,Yes,,Red,60,43,0.18,Negative,No,5,1,10,No Helmet
Uttar Pradesh,Scooter,Silver,2023,Gujarat,27,Male,Learner,1,Clear,Under Construction,Suspended,3,Yes,,Yellow,30,29,0.14,Negative,Yes,5,3,9,No Helmet
Gujarat,Car,Grey,2004,Delhi,56,Female,Four-Wheeler,10,Clear,Slippery,Valid,2,No,No,Green,100,54,0.31,Not Conducted,Yes,5,1,22,Over-speeding
West Bengal,Truck,Silver,2000,Uttar Pradesh,60,Female,Heavy Vehicle,1,Clear,Potholes,Valid,2,Yes,Yes,Red,40,80,0.28,Positive,No,4,2,3,Signal Jumping
West Bengal,Car,Green,2004,Gujarat,38,Male,Two-Wheeler,8,Cloudy,Potholes,Valid,1,,No,Green,30,113,0.08,Positive,No,3,0,6,Using Mobile Phone
Gujarat,Bike,Red,2023,Karnataka,19,Other,Learner,5,Cloudy,Potholes,Valid,3,No,Yes,Red,100,94,0.42,Positive,Yes,3,2,8,Signal Jumping
Tamil Nadu,Car,Black,1998,Tamil Nadu,62,Female,Commercial,10,Foggy,Under Construction,Suspended,5,,No,Red,100,51,0.03,Negative,Yes,4,6,2,Driving Without License
Maharashtra,Bike,Black,2023,Punjab,66,Other,Two-Wheeler,7,Rainy,Wet,Suspended,3,No,No,Yellow,50,77,0.0,Negative,Yes,5,3,13,Overloading
West Bengal,Bike,Red,2023,Uttar Pradesh,35,Female,Heavy Vehicle,9,Dust Storm,Potholes,Valid,2,,,Red,50,96,0.24,Not Conducted,Yes,2,3,14,Overloading
Uttar Pradesh,Truck,Black,2005,West Bengal,64,Female,Commercial,5,Rainy,Dry,Valid,4,Yes,,Red,40,36,0.23,Positive,No,3,4,10,Drunk Driving
Delhi,Bus,White,2018,Karnataka,18,Other,Learner,10,Cloudy,Slippery,Expired,3,No,Yes,Green,50,76,0.1,Not Conducted,Yes,4,4,22,No Helmet
Delhi,Car,White,2001,Punjab,35,Female,Learner,0,Rainy,Under Construction,Suspended,1,No,Yes,Red,60,27,0.1,Positive,Yes,1,0,3,No Helmet
Karnataka,Scooter,Grey,2017,Punjab,26,Other,Four-Wheeler,2,Foggy,Potholes,Expired,1,,No,Yellow,40,53,0.03,Not Conducted,No,5,2,10,Wrong Parking
Punjab,Bus,Grey,2007,Delhi,19,Male,Heavy Vehicle,10,Foggy,Wet,Expired,2,,No,Red,30,64,0.11,Negative,No,5,6,0,Over-speeding
West Bengal,Truck,Green,2015,Tamil Nadu,18,Male,Two-Wheeler,10,Cloudy,Slippery,Suspended,3,,No,Yellow,100,87,0.34,Not Conducted,No,2,2,11,Driving Without License
West Bengal,Auto Rickshaw,Grey,2009,Gujarat,36,Female,Four-Wheeler,10,Cloudy,Wet,Valid,4,Yes,,Red,100,29,0.22,Positive,No,1,2,7,Over-speeding
West Bengal,Scooter,Green,2001,Maharashtra,37,Female,Heavy Vehicle,7,Cloudy,Slippery,Valid,4,,Yes,Red,30,34,0.45,Not Conducted,Yes,0,5,13,No Helmet
Uttar Pradesh,Bike,Blue,2007,Tamil Nadu,69,Female,Two-Wheeler,5,Clear,Dry,Valid,3,No,No,Green,100,112,0.06,Not Conducted,No,3,3,21,No Helmet
Karnataka,Truck,Silver,1997,Gujarat,75,Other,Learner,9,Cloudy,Under Construction,Valid,1,,No,Green,80,95,0.5,Not Conducted,Yes,1,2,7,Overloading
Maharashtra,Truck,Grey,2001,Delhi,21,Male,Two-Wheeler,4,Rainy,Slippery,Expired,3,Yes,,Yellow,30,105,0.29,Negative,Yes,0,1,11,No Helmet
Karnataka,Scooter,Yellow,2010,Maharashtra,54,Male,Commercial,3,Foggy,Under Construction,Suspended,1,No,No,Red,60,90,0.3,Not Conducted,Yes,0,0,4,No Helmet
Maharashtra,Auto Rickshaw,Yellow,2020,Maharashtra,53,Other,Heavy Vehicle,0,Foggy,Wet,Suspended,4,No,Yes,Yellow,100,88,0.28,Negative,No,1,5,0,Driving Without License
West Bengal,Bus,Blue,2011,Delhi,31,Female,Two-Wheeler,0,Clear,Wet,Suspended,1,Yes,,Red,60,32,0.01,Negative,No,4,6,13,Driving Without License
Uttar Pradesh,Truck,Green,2006,Uttar Pradesh,30,Other,Learner,0,Rainy,Dry,Valid,2,No,,Yellow,100,103,0.43,Positive,Yes,5,0,14,No Seatbelt
Tamil Nadu,Auto Rickshaw,Silver,2014,Karnataka,34,Other,Commercial,6,Dust Storm,Potholes,Suspended,3,No,Yes,Green,60,70,0.01,Negative,Yes,5,3,11,No Seatbelt
West Bengal,Bike,Black,2000,Delhi,58,Other,Two-Wheeler,10,Cloudy,Wet,Suspended,5,,,Yellow,80,119,0.03,Negative,No,4,1,23,Using Mobile Phone
Delhi,Bike,Blue,2011,Gujarat,41,Other,Heavy Vehicle,4,Clear,Under Construction,Expired,3,Yes,No,Red,50,74,0.34,Positive,No,4,1,10,Driving Without License
Tamil Nadu,Scooter,Yellow,2004,Gujarat,52,Female,Learner,8,Rainy,Slippery,Expired,2,,Yes,Green,50,114,0.46,Negative,No,5,1,13,Overloading
Karnataka,Bike,Silver,1998,Maharashtra,40,Female,Four-Wheeler,0,Clear,Under Construction,Suspended,2,,No,Green,80,99,0.33,Positive,Yes,1,4,18,No Seatbelt
Tamil Nadu,Auto Rickshaw,Silver,2000,Maharashtra,75,Other,Two-Wheeler,7,Dust Storm,Potholes,Valid,2,,Yes,Yellow,30,59,0.04,Not Conducted,No,3,0,19,Over-speeding
Karnataka,Scooter,Yellow,1998,Punjab,32,Other,Commercial,0,Cloudy,Potholes,Expired,2,No,No,Green,30,32,0.41,Not Conducted,Yes,4,2,22,Over-speeding
Karnataka,Bus,Blue,2012,Tamil Nadu,60,Other,Learner,2,Rainy,Potholes,Valid,5,,Yes,Red,100,51,0.15,Negative,Yes,1,5,17,Signal Jumping
Gujarat,Scooter,Red,1999,Uttar Pradesh,28,Male,Commercial,1,Foggy,Wet,Valid,1,Yes,Yes,Yellow,50,36,0.31,Not Conducted,No,1,0,13,Drunk Driving
Punjab,Truck,White,2022,Uttar Pradesh,58,Male,Learner,10,Cloudy,Wet,Valid,3,Yes,Yes,Yellow,100,22,0.45,Positive,No,1,4,12,Overloading
Karnataka,Auto Rickshaw,White,2002,Tamil Nadu,35,Female,Learner,4,Dust Storm,Potholes,Expired,5,Yes,,Red,40,55,0.11,Negative,No,4,1,13,Drunk Driving
Karnataka,Auto Rickshaw,White,2008,Tamil Nadu,43,Female,Heavy Vehicle,8,Rainy,Under Construction,Suspended,5,,,Yellow,50,89,0.21,Positive,No,1,1,0,No Seatbelt
Uttar Pradesh,Car,Yellow,2020,West Bengal,27,Male,Two-Wheeler,4,Clear,Wet,Expired,1,No,No,Red,80,62,0.1,Not Conducted,No,5,2,7,Signal Jumping
Karnataka,Car,Grey,2000,West Bengal,31,Other,Four-Wheeler,3,Foggy,Slippery,Expired,1,Yes,Yes,Red,50,24,0.08,Not Conducted,No,0,3,17,Drunk Driving
Maharashtra,Scooter,Grey,2015,Maharashtra,67,Female,Four-Wheeler,4,Dust Storm,Wet,Suspended,3,Yes,,Green,60,89,0.22,Positive,No,1,4,18,Drunk Driving
Tamil Nadu,Scooter,White,2013,Punjab,33,Female,Four-Wheeler,4,Rainy,Under Construction,Expired,4,,No,Yellow,40,36,0.23,Not Conducted,Yes,4,3,1,Drunk Driving
Tamil Nadu,Bus,Silver,2011,Delhi,62,Other,Four-Wheeler,4,Rainy,Dry,Suspended,3,Yes,,Green,80,62,0.46,Positive,Yes,2,0,16,Overloading
Maharashtra,Bike,Black,2005,Delhi,30,Female,Heavy Vehicle,5,Rainy,Potholes,Expired,2,Yes,,Red,60,98,0.15,Negative,No,1,2,14,Drunk Driving
Gujarat,Auto Rickshaw,Blue,2023,Uttar Pradesh,46,Male,Learner,2,Rainy,Dry,Suspended,5,,Yes,Green,80,88,0.16,Not Conducted,No,0,3,15,Using Mobile Phone
Tamil Nadu,Auto Rickshaw,Blue,2016,Punjab,48,Female,Commercial,4,Foggy,Under Construction,Expired,3,Yes,Yes,Yellow,40,62,0.03,Negative,No,3,6,6,Over-speeding
Maharashtra,Bike,Black,2020,Punjab,18,Female,Commercial,7,Dust Storm,Dry,Expired,5,,,Red,100,31,0.33,Negative,No,1,3,7,No Seatbelt
Delhi,Bus,Grey,2006,Gujarat,25,Female,Two-Wheeler,5,Dust Storm,Dry,Valid,4,Yes,Yes,Yellow,50,32,0.13,Not Conducted,No,0,4,11,Driving Without License
Delhi,Bike,Yellow,2008,Punjab,53,Female,Four-Wheeler,4,Clear,Under Construction,Valid,2,,Yes,Green,40,31,0.29,Positive,Yes,3,3,21,Wrong Parking
Uttar Pradesh,Bike,Green,2007,Maharashtra,19,Male,Commercial,8,Foggy,Potholes,Suspended,5,Yes,No,Red,80,66,0.39,Negative,Yes,3,0,17,Using Mobile Phone
Tamil Nadu,Truck,Black,2023,Maharashtra,60,Male,Heavy Vehicle,2,Clear,Under Construction,Suspended,3,,,Yellow,80,64,0.02,Not Conducted,Yes,4,3,0,Using Mobile Phone
Karnataka,Scooter,Silver,2018,Punjab,31,Female,Commercial,7,Rainy,Potholes,Expired,3,No,Yes,Red,80,73,0.38,Negative,No,4,3,5,Drunk Driving
Delhi,Truck,White,2002,Delhi,69,Female,Four-Wheeler,5,Dust Storm,Slippery,Valid,3,Yes,Yes,Yellow,100,23,0.42,Negative,Yes,5,5,13,Drunk Driving
Maharashtra,Car,Silver,2016,Punjab,54,Other,Two-Wheeler,6,Rainy,Under Construction,Expired,2,,No,Yellow,60,43,0.18,Not Conducted,Yes,1,6,6,Drunk Driving
